No,Latitude,Longitude,Altitude,Speed,Heartrate,Cadence,Date,Time,z
1,-19.518912,-41.018485,100.4,4.39,167,85,2019/11/22,17:39:02
2,-19.518851,-41.018538,100.8,4.42,167,66,2019/11/22,17:39:03
3,-19.518818,-41.018561,101.0,4.34,167,50,2019/11/22,17:39:05
4,-19.518784,-41.018583,101.4,4.51,170,50,2019/11/22,17:39:06
5,-19.518749,-41.018606,101.6,4.47,170,41,2019/11/22,17:39:07
6,-19.518715,-41.018631,101.8,4.71,173,40,2019/11/22,17:39:08
7,-19.518681,-41.018658,101.8,4.59,172,40,2019/11/22,17:39:09
8,-19.518651,-41.018691,102.0,4.59,172,40,2019/11/22,17:39:10
9,-19.518620,-41.018723,102.0,4.66,172,40,2019/11/22,17:39:11
10,-19.518588,-41.018754,102.2,4.94,172,40,2019/11/22,17:39:12
11,-19.518554,-41.018784,102.8,4.83,172,40,2019/11/22,17:39:13
12,-19.518520,-41.018814,102.8,4.87,172,41,2019/11/22,17:39:14
13,-19.518487,-41.018844,103.0,4.91,172,42,2019/11/22,17:39:15
14,-19.518453,-41.018875,103.0,4.95,172,41,2019/11/22,17:39:16
15,-19.518420,-41.018907,103.0,4.86,172,41,2019/11/22,17:39:17
16,-19.518391,-41.018943,103.2,4.94,172,43,2019/11/22,17:39:18
17,-19.518365,-41.018983,103.2,5.11,172,43,2019/11/22,17:39:19
18,-19.518337,-41.019022,103.4,5.22,171,45,2019/11/22,17:39:20
19,-19.518306,-41.019059,103.4,5.07,171,48,2019/11/22,17:39:21
20,-19.518274,-41.019095,103.6,4.99,171,52,2019/11/22,17:39:22
21,-19.518242,-41.019130,103.6,5.04,172,54,2019/11/22,17:39:23
22,-19.518212,-41.019165,103.8,4.87,172,56,2019/11/22,17:39:24
23,-19.518184,-41.019202,104.6,4.69,172,60,2019/11/22,17:39:25
24,-19.518157,-41.019235,105.2,4.29,172,65,2019/11/22,17:39:26
25,-19.518133,-41.019263,105.8,3.57,172,71,2019/11/22,17:39:27
26,-19.518112,-41.019287,106.4,3.28,173,71,2019/11/22,17:39:28
27,-19.518095,-41.019310,107.0,2.96,173,71,2019/11/22,17:39:29
28,-19.518082,-41.019334,107.4,2.87,175,71,2019/11/22,17:39:30
29,-19.518077,-41.019360,107.8,3.00,176,71,2019/11/22,17:39:31
30,-19.518084,-41.019388,108.2,3.39,177,72,2019/11/22,17:39:32
31,-19.518102,-41.019414,108.4,3.55,177,75,2019/11/22,17:39:33
32,-19.518127,-41.019430,108.6,3.13,179,81,2019/11/22,17:39:34
33,-19.518156,-41.019437,108.8,3.40,181,83,2019/11/22,17:39:35
34,-19.518189,-41.019437,109.0,3.72,181,83,2019/11/22,17:39:36
35,-19.518226,-41.019433,109.4,3.82,181,83,2019/11/22,17:39:37
36,-19.518260,-41.019429,109.6,3.70,182,83,2019/11/22,17:39:38
37,-19.518294,-41.019428,109.8,3.66,182,83,2019/11/22,17:39:39
38,-19.518327,-41.019433,110.2,3.55,183,81,2019/11/22,17:39:40
39,-19.518357,-41.019442,110.4,3.23,185,79,2019/11/22,17:39:41
40,-19.518386,-41.019451,110.8,3.42,185,76,2019/11/22,17:39:42
41,-19.518415,-41.019462,111.2,3.55,186,76,2019/11/22,17:39:43
42,-19.518445,-41.019476,111.4,3.43,186,76,2019/11/22,17:39:44
43,-19.518474,-41.019491,111.8,3.42,186,76,2019/11/22,17:39:45
44,-19.518501,-41.019507,112.4,3.41,186,76,2019/11/22,17:39:46
45,-19.518527,-41.019524,112.6,3.39,186,77,2019/11/22,17:39:47
46,-19.518552,-41.019544,113.0,3.48,186,76,2019/11/22,17:39:48
47,-19.518574,-41.019568,113.0,3.56,185,76,2019/11/22,17:39:49
48,-19.518594,-41.019591,113.0,3.66,186,76,2019/11/22,17:39:50
49,-19.518613,-41.019621,113.8,3.76,187,76,2019/11/22,17:39:51
50,-19.518630,-41.019651,114.6,3.23,188,77,2019/11/22,17:39:52
51,-19.518647,-41.019677,115.0,3.23,190,77,2019/11/22,17:39:53
52,-19.518692,-41.019729,116.4,3.56,190,79,2019/11/22,17:39:55
53,-19.518715,-41.019753,117.0,3.44,190,79,2019/11/22,17:39:56
54,-19.518736,-41.019776,117.4,3.37,190,79,2019/11/22,17:39:57
55,-19.518758,-41.019798,118.0,3.38,190,78,2019/11/22,17:39:58
56,-19.518777,-41.019820,118.4,2.67,191,78,2019/11/22,17:39:59
57,-19.518792,-41.019842,118.8,2.74,191,78,2019/11/22,17:40:00
